case-bc08-after-observation	authoritative-state	scope-1	revision	rev-1	0001
case-bc08-after-observation	effect-request	effect-1	binding	result-1,scope-1,rev-1	0001
case-bc08-after-observation	evaluation-result	result-1	digest	digest-result-1	0001
case-bc08-after-observation	evaluation-result	result-1	payload	public-a	0001
case-bc08-after-transition	authoritative-state	scope-1	revision	rev-1	0001
case-bc08-after-transition	effect-request	effect-1	binding	result-1,scope-1,rev-1	0001
case-bc08-after-transition	evaluation-result	result-1	digest	digest-result-1	0001
case-bc08-after-transition	evaluation-result	result-1	payload	public-a	0001
case-bc08-after-view-header	authoritative-state	scope-1	revision	rev-1	0001
case-bc08-after-view-header	effect-request	effect-1	binding	result-1,scope-1,rev-1	0001
case-bc08-after-view-header	evaluation-result	result-1	digest	digest-result-1	0001
case-bc08-after-view-header	evaluation-result	result-1	payload	public-a	0001
case-bc08-after-view-row	authoritative-state	scope-1	revision	rev-1	0001
case-bc08-after-view-row	effect-request	effect-1	binding	result-1,scope-1,rev-1	0001
case-bc08-after-view-row	evaluation-result	result-1	digest	digest-result-1	0001
case-bc08-after-view-row	evaluation-result	result-1	payload	public-a	0001
case-bc08-before-current-update	authoritative-state	scope-1	revision	rev-1	0001
case-bc08-before-current-update	effect-request	effect-1	binding	result-1,scope-1,rev-1	0001
case-bc08-before-current-update	evaluation-result	result-1	digest	digest-result-1	0001
case-bc08-before-current-update	evaluation-result	result-1	payload	public-a	0001
