BC01	CC01	BC01_ASSOCIATION_IDEMPOTENT	positive
BC01	CC01	BC01_DISTINCT_OCCURRENCE	positive
BC01	CC01	BC01_OCCURRENCE_COLLAPSE	control
BC01	CC01	BC01_PAYLOAD_COLLISION	control
BC01	CC01	BC01_RETRY_DUPLICATION	control
BC02	CC02	BC02_COMPLETE_AVAILABLE	positive
BC02	CC02	BC02_HEALTHY_RETRY	positive
BC02	CC02	BC02_INCOMPLETE_AS_COMPLETE	control
BC02	CC02	BC02_PARTIAL_RESIDUE	control
BC02	CC02	BC02_POISONED_RETRY	control
BC02	CC02	BC02_ROLLBACK_COMPLETE	positive
BC03	CC03	BC03_ACCEPTED_HEAD	positive
BC03	CC03	BC03_PUBLICATION_SEPARATE	positive
BC03	CC03	BC03_REJECTED_IS_HEAD	control
BC03	CC03	BC03_STORED_IS_HEAD	control
BC03	CC03	BC03_STORED_ROOT_SEPARATE	positive
BC03	CC03	BC03_WRONG_AUTHORITY_HEAD	control
BC04	CC04	BC04_AMBIENT_FALLBACK	control
BC04	CC04	BC04_EXACT_PUBLISHED_COLLAPSE	control
BC04	CC04	BC04_EXACT_READ	positive
BC04	CC04	BC04_PUBLISHED_READ	positive
BC04	CC04	BC04_UNACCEPTED_AVAILABLE	control
BC05	CC05	BC05_AMBIENT_ADVANCE	control
BC05	CC05	BC05_BINDING_OMISSION	control
BC05	CC05	BC05_COMPLETE_CLOSURE	positive
BC05	CC05	BC05_DEFINITION_OMISSION	control
BC05	CC05	BC05_MISSING_AS_EMPTY	control
BC05	CC05	BC05_PINNED_KNOWLEDGE_CUT	positive
BC05	CC05	BC05_ROOT_OMISSION	control
BC05	CC05	BC05_SEMANTICS_OMISSION	control
BC05	CC05	BC05_TRANSITIVE_OMISSION	control
BC06	CC06	BC06_OBSERVATION_WRITE	control
BC06	CC06	BC06_PURE_ZERO_AXES	positive
BC06	CC06	BC06_REPOSITORY_UNCHANGED	positive
BC06	CC06	BC06_RESULT_WRITE	control
BC06	CC06	BC06_STATE_WRITE	control
BC07	CC07	BC07_EFFECT_101	positive
BC07	CC07	BC07_OBSERVATION_WITHOUT_TRANSITION	control
BC07	CC07	BC07_ORDINARY_000	positive
BC07	CC07	BC07_RECORD_IMPLIES_EFFECT	control
BC07	CC07	BC07_RECORD_ONLY_010	positive
BC07	CC07	BC07_RESULT_REWRITE	control
BC08	CC08	BC08_COMPLETE_EFFECT	positive
BC08	CC08	BC08_MID_BOUNDARY_FAILURE	control
BC08	CC08	BC08_MISSING_CURRENT	control
BC08	CC08	BC08_MISSING_OBSERVATION	control
BC08	CC08	BC08_MISSING_RESULT	control
BC08	CC08	BC08_MISSING_TRANSITION	control
BC08	CC08	BC08_MISSING_VIEW	control
BC09	CC09	BC09_DIAGNOSTIC_EPHEMERAL	positive
BC09	CC09	BC09_DUPLICATE_PERSISTS	control
BC09	CC09	BC09_FAILPOINT_PERSISTS	control
BC09	CC09	BC09_FAILURE_NO_PERSISTENT_ARTIFACT	positive
BC09	CC09	BC09_INCOMPLETE_PERSISTS	control
BC09	CC09	BC09_REJECTED_PERSISTS	control
BC09	CC09	BC09_STALE_PERSISTS	control
BC10	CC10	BC10_EXPLANATION_CLOSED	positive
BC10	CC10	BC10_EXPLANATION_LEAK	control
BC10	CC10	BC10_REPLAY_CLOSED	positive
BC10	CC10	BC10_REPLAY_LEAK	control
BC10	CC10	BC10_RESULT_CLOSED	positive
BC10	CC10	BC10_RESULT_LEAK	control
BC10	CC10	BC10_VIEW_CLOSED	positive
BC10	CC10	BC10_VIEW_LEAK	control
BC11	CC11	BC11_EXPLANATION_CLOSURE	positive
BC11	CC11	BC11_FINDING_CROSS_LINK	positive
BC11	CC11	BC11_FINDING_DANGLING	positive
BC11	CC11	BC11_LATEST_SUBSTITUTION	control
BC11	CC11	BC11_MISSING_AS_EMPTY	control
BC11	CC11	BC11_REPLAY_RESULT	positive
BC11	CC11	BC11_SILENT_CROSS_LINK	control
BC11	CC11	BC11_SILENT_DANGLING	control
BC12	CC12	BC12_ARCHIVE_BYPASS	control
BC12	CC12	BC12_CANONICAL_UNCHANGED	positive
BC12	CC12	BC12_DECISION_PROVENANCE	positive
BC12	CC12	BC12_DERIVED_PROTECTION	positive
BC12	CC12	BC12_ELIGIBILITY_DELETE	control
BC12	CC12	BC12_FORGET_BYPASS	control
BC12	CC12	BC12_FORGET_CONSUMED	positive
BC12	CC12	BC12_NOOP_EVALUATOR	control
BC12	CC12	BC12_PLACEMENT_DECISION	positive
BC12	CC12	BC12_PROTECTION_BYPASS	control
BC12	CC12	BC12_WINDOW_BYPASS	control
