bc02-complete-available--case-bc02-complete	action-receipts.tsv	required	1	bc02-root-action-receipt-template.tsv:scenario
bc02-complete-available--case-bc02-complete	command-receipts.tsv	required	9	bc02-steps.tsv-plus-create-destroy
bc02-complete-available--case-bc02-complete	correction-receipts.tsv	required	0	not-applicable-present-empty
bc02-complete-available--case-bc02-complete	correction-write-guard-receipts.tsv	required	0	not-applicable-present-empty
bc02-complete-available--case-bc02-complete	coverage.tsv	required	8	bc02-coverage-template.tsv:scenario
bc02-complete-available--case-bc02-complete	data-version-receipts.tsv	required	0	not-applicable-present-empty
bc02-complete-available--case-bc02-complete	evidence-binding-receipts.tsv	required	0	not-applicable-present-empty
bc02-complete-available--case-bc02-complete	exclusions.tsv	required	0	required-present-empty
bc02-complete-available--case-bc02-complete	fault-activation-receipts.tsv	required	0	not-applicable-present-empty
bc02-complete-available--case-bc02-complete	fault-configuration-receipts.tsv	required	0	not-applicable-present-empty
bc02-complete-available--case-bc02-complete	fault-markers.tsv	required	0	not-applicable-present-empty
bc02-complete-available--case-bc02-complete	fault-trigger-receipts.tsv	required	0	not-applicable-present-empty
bc02-complete-available--case-bc02-complete	gate-results.tsv	required	0	not-applicable-present-empty
bc02-complete-available--case-bc02-complete	inventory-correction-after.tsv	required	0	not-applicable-present-empty
bc02-complete-available--case-bc02-complete	inventory-retry-after.tsv	required	0	not-applicable-present-empty
bc02-complete-available--case-bc02-complete	inventory-rollback-after.tsv	required	0	not-applicable-present-empty
bc02-complete-available--case-bc02-complete	inventory-setup-before.tsv	required	17	bc02-inventory-map.tsv:setup-before
bc02-complete-available--case-bc02-complete	inventory-success-after.tsv	required	24	bc02-inventory-map.tsv:success-after
bc02-complete-available--case-bc02-complete	normalized-observations.tsv	required	8	bc02-normalized-contract.tsv:scenario
bc02-complete-available--case-bc02-complete	observer-custody-receipts.tsv	required	0	not-applicable-present-empty
bc02-complete-available--case-bc02-complete	oracle-result.tsv	required	1	bc02-oracle-result-template.tsv:one-per-scenario
bc02-complete-available--case-bc02-complete	pragma.tsv	required	8	bc02-steps.tsv-plus-create-minus-destroy
bc02-complete-available--case-bc02-complete	raw-observations.tsv	required	8	bc02-raw-template.tsv:scenario
bc02-complete-available--case-bc02-complete	raw-seal.tsv	required	1	bc02-raw-seal-template.tsv:one-per-scenario
bc02-complete-available--case-bc02-complete	resolution-receipts.tsv	required	2	bc02-resolution-receipt-template.tsv:scenario
bc02-healthy-retry--case-bc02-incomplete-corrected	action-receipts.tsv	required	2	bc02-root-action-receipt-template.tsv:scenario
bc02-healthy-retry--case-bc02-incomplete-corrected	command-receipts.tsv	required	14	bc02-steps.tsv-plus-create-destroy
bc02-healthy-retry--case-bc02-incomplete-corrected	correction-receipts.tsv	required	1	bc02-correction-receipt-template.tsv:scenario
bc02-healthy-retry--case-bc02-incomplete-corrected	correction-write-guard-receipts.tsv	required	1	bc02-correction-write-guard-template.tsv:scenario
bc02-healthy-retry--case-bc02-incomplete-corrected	coverage.tsv	required	20	bc02-coverage-template.tsv:scenario
bc02-healthy-retry--case-bc02-incomplete-corrected	data-version-receipts.tsv	required	0	not-applicable-present-empty
bc02-healthy-retry--case-bc02-incomplete-corrected	evidence-binding-receipts.tsv	required	0	not-applicable-present-empty
bc02-healthy-retry--case-bc02-incomplete-corrected	exclusions.tsv	required	0	required-present-empty
bc02-healthy-retry--case-bc02-incomplete-corrected	fault-activation-receipts.tsv	required	0	not-applicable-present-empty
bc02-healthy-retry--case-bc02-incomplete-corrected	fault-configuration-receipts.tsv	required	0	not-applicable-present-empty
bc02-healthy-retry--case-bc02-incomplete-corrected	fault-markers.tsv	required	0	not-applicable-present-empty
bc02-healthy-retry--case-bc02-incomplete-corrected	fault-trigger-receipts.tsv	required	0	not-applicable-present-empty
bc02-healthy-retry--case-bc02-incomplete-corrected	gate-results.tsv	required	0	not-applicable-present-empty
bc02-healthy-retry--case-bc02-incomplete-corrected	inventory-correction-after.tsv	required	17	bc02-inventory-map.tsv:correction-after
bc02-healthy-retry--case-bc02-incomplete-corrected	inventory-retry-after.tsv	required	24	bc02-inventory-map.tsv:retry-after
bc02-healthy-retry--case-bc02-incomplete-corrected	inventory-rollback-after.tsv	required	15	bc02-inventory-map.tsv:rollback-after
bc02-healthy-retry--case-bc02-incomplete-corrected	inventory-setup-before.tsv	required	15	bc02-inventory-map.tsv:setup-before
bc02-healthy-retry--case-bc02-incomplete-corrected	inventory-success-after.tsv	required	0	not-applicable-present-empty
bc02-healthy-retry--case-bc02-incomplete-corrected	normalized-observations.tsv	required	14	bc02-normalized-contract.tsv:scenario
bc02-healthy-retry--case-bc02-incomplete-corrected	observer-custody-receipts.tsv	required	0	not-applicable-present-empty
bc02-healthy-retry--case-bc02-incomplete-corrected	oracle-result.tsv	required	1	bc02-oracle-result-template.tsv:one-per-scenario
bc02-healthy-retry--case-bc02-incomplete-corrected	pragma.tsv	required	13	bc02-steps.tsv-plus-create-minus-destroy
bc02-healthy-retry--case-bc02-incomplete-corrected	raw-observations.tsv	required	20	bc02-raw-template.tsv:scenario
bc02-healthy-retry--case-bc02-incomplete-corrected	raw-seal.tsv	required	1	bc02-raw-seal-template.tsv:one-per-scenario
bc02-healthy-retry--case-bc02-incomplete-corrected	resolution-receipts.tsv	required	3	bc02-resolution-receipt-template.tsv:scenario
bc02-incomplete-as-complete--case-bc02-incomplete-missing	action-receipts.tsv	required	1	bc02-root-action-receipt-template.tsv:scenario
bc02-incomplete-as-complete--case-bc02-incomplete-missing	command-receipts.tsv	required	9	bc02-steps.tsv-plus-create-destroy
bc02-incomplete-as-complete--case-bc02-incomplete-missing	correction-receipts.tsv	required	0	not-applicable-present-empty
bc02-incomplete-as-complete--case-bc02-incomplete-missing	correction-write-guard-receipts.tsv	required	0	not-applicable-present-empty
bc02-incomplete-as-complete--case-bc02-incomplete-missing	coverage.tsv	required	12	bc02-coverage-template.tsv:scenario
bc02-incomplete-as-complete--case-bc02-incomplete-missing	data-version-receipts.tsv	required	0	not-applicable-present-empty
bc02-incomplete-as-complete--case-bc02-incomplete-missing	evidence-binding-receipts.tsv	required	0	not-applicable-present-empty
bc02-incomplete-as-complete--case-bc02-incomplete-missing	exclusions.tsv	required	0	required-present-empty
bc02-incomplete-as-complete--case-bc02-incomplete-missing	fault-activation-receipts.tsv	required	0	not-applicable-present-empty
bc02-incomplete-as-complete--case-bc02-incomplete-missing	fault-configuration-receipts.tsv	required	0	not-applicable-present-empty
bc02-incomplete-as-complete--case-bc02-incomplete-missing	fault-markers.tsv	required	0	not-applicable-present-empty
bc02-incomplete-as-complete--case-bc02-incomplete-missing	fault-trigger-receipts.tsv	required	0	not-applicable-present-empty
bc02-incomplete-as-complete--case-bc02-incomplete-missing	gate-results.tsv	required	0	not-applicable-present-empty
bc02-incomplete-as-complete--case-bc02-incomplete-missing	inventory-correction-after.tsv	required	0	not-applicable-present-empty
bc02-incomplete-as-complete--case-bc02-incomplete-missing	inventory-retry-after.tsv	required	0	not-applicable-present-empty
bc02-incomplete-as-complete--case-bc02-incomplete-missing	inventory-rollback-after.tsv	required	15	bc02-inventory-map.tsv:rollback-after
bc02-incomplete-as-complete--case-bc02-incomplete-missing	inventory-setup-before.tsv	required	15	bc02-inventory-map.tsv:setup-before
bc02-incomplete-as-complete--case-bc02-incomplete-missing	inventory-success-after.tsv	required	0	not-applicable-present-empty
bc02-incomplete-as-complete--case-bc02-incomplete-missing	normalized-observations.tsv	required	11	bc02-normalized-contract.tsv:scenario
