BC01	bc01-association-idempotent--case-bc01-retry	coverage.tsv	56291a3a2d705d072696a5120a84afd95eeeab356b9e75ae005815c663c82e78	1053
BC01	bc01-association-idempotent--case-bc01-retry	inventory-after.tsv	614d11768c6144db5e07064c0dcdee8536ba1d9db86f85d8d01622e6e835bb60	912
BC01	bc01-association-idempotent--case-bc01-retry	inventory-before.tsv	614d11768c6144db5e07064c0dcdee8536ba1d9db86f85d8d01622e6e835bb60	912
BC01	bc01-association-idempotent--case-bc01-retry	inventory-reopened.tsv	614d11768c6144db5e07064c0dcdee8536ba1d9db86f85d8d01622e6e835bb60	912
BC01	bc01-association-idempotent--case-bc01-retry	normalized-observations.tsv	529e4f4003bc48dd48ca1c05f1dc71b90d2247b6f028a06fa8f61ce1e449ea7b	568
BC01	bc01-association-idempotent--case-bc01-retry	oracle-result.tsv	bb21c7914a6e551b1f47c969dccf82c870b7929d40739d990fc6be9d2daa6ca6	99
BC01	bc01-association-idempotent--case-bc01-retry	raw-observations.tsv	d6f322060fc532f8551e7dec60d666677c09314896ca2c1fa1d60d0cc1df5f23	849
BC01	bc01-distinct-occurrence--case-bc01-distinct	coverage.tsv	baa6ac569c03022350dbf582a4c3140189e5d0cb4f641131073746b8975e4458	1989
BC01	bc01-distinct-occurrence--case-bc01-distinct	inventory-after.tsv	f32ba964a07708e16e024ba57d88abca4a02966bd9b03a97efa70851a2ae2e09	1470
BC01	bc01-distinct-occurrence--case-bc01-distinct	inventory-before.tsv	24bbca3739bde95ee9aedef7995f32413f08ddbf3c2a4861a00f45a8da246d80	912
BC01	bc01-distinct-occurrence--case-bc01-distinct	inventory-reopened.tsv	f32ba964a07708e16e024ba57d88abca4a02966bd9b03a97efa70851a2ae2e09	1470
BC01	bc01-distinct-occurrence--case-bc01-distinct	normalized-observations.tsv	cabeca6df8695b154b71407ec888a89025eea1a6b2a3b56c436006f53fbf4e17	760
