assertions.tsv	100644	4d22c8b0313f4b5fb1577045e68b34d01663f59c3fdff9c596bc080e878daf58	7264	evidence
bc01-association-idempotent--case-bc01-retry/action-receipts.tsv	100644	f29d12d928bf786f823eadd761c84152da318f2588a5056ec06bff8ceeab347c	413	evidence
bc01-association-idempotent--case-bc01-retry/command-receipts.tsv	100644	11db88e01eddab41eaa1359d71342c5fee670be8a669e402a9b09f08a177455c	2962	evidence
bc01-association-idempotent--case-bc01-retry/coverage.tsv	100644	56291a3a2d705d072696a5120a84afd95eeeab356b9e75ae005815c663c82e78	1053	evidence
bc01-association-idempotent--case-bc01-retry/exclusions.tsv	100644	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	evidence
bc01-association-idempotent--case-bc01-retry/fault-markers.tsv	100644	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	evidence
bc01-association-idempotent--case-bc01-retry/inventory-after.tsv	100644	614d11768c6144db5e07064c0dcdee8536ba1d9db86f85d8d01622e6e835bb60	912	evidence
bc01-association-idempotent--case-bc01-retry/inventory-before.tsv	100644	614d11768c6144db5e07064c0dcdee8536ba1d9db86f85d8d01622e6e835bb60	912	evidence
bc01-association-idempotent--case-bc01-retry/inventory-reopened.tsv	100644	614d11768c6144db5e07064c0dcdee8536ba1d9db86f85d8d01622e6e835bb60	912	evidence
bc01-association-idempotent--case-bc01-retry/normalized-observations.tsv	100644	529e4f4003bc48dd48ca1c05f1dc71b90d2247b6f028a06fa8f61ce1e449ea7b	568	evidence
bc01-association-idempotent--case-bc01-retry/oracle-result.tsv	100644	bb21c7914a6e551b1f47c969dccf82c870b7929d40739d990fc6be9d2daa6ca6	99	evidence
bc01-association-idempotent--case-bc01-retry/pragma.tsv	100644	0a427cc7fe87e8f2f73651c2aee95f21992baa67ae2618e19fd886d09671ac02	885	evidence
bc01-association-idempotent--case-bc01-retry/raw-observations.tsv	100644	d6f322060fc532f8551e7dec60d666677c09314896ca2c1fa1d60d0cc1df5f23	849	evidence
bc01-association-idempotent--case-bc01-retry/raw-seal.tsv	100644	c14893103da1a10c5121e2b73f291bbb0b83742463d9d7994045f7ed42624af9	291	evidence
bc01-control-receipts.tsv	100644	77d30c72bac9089bceb563f83b4bf37ba0240cd1b949e4bbfd71d39b21914598	1778	evidence
bc01-distinct-occurrence--case-bc01-distinct/action-receipts.tsv	100644	089e14ad4fb46fc5c9ae40b7afe43a36694fd11c485192fd30c31aaf7466d516	419	evidence
bc01-distinct-occurrence--case-bc01-distinct/command-receipts.tsv	100644	56ee0aad481f74af2c9b2ea267a4ec75e4e3205627005a875af7a71dc060463f	2940	evidence
bc01-distinct-occurrence--case-bc01-distinct/coverage.tsv	100644	baa6ac569c03022350dbf582a4c3140189e5d0cb4f641131073746b8975e4458	1989	evidence
bc01-distinct-occurrence--case-bc01-distinct/exclusions.tsv	100644	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	evidence
bc01-distinct-occurrence--case-bc01-distinct/fault-markers.tsv	100644	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	evidence
bc01-distinct-occurrence--case-bc01-distinct/inventory-after.tsv	100644	f32ba964a07708e16e024ba57d88abca4a02966bd9b03a97efa70851a2ae2e09	1470	evidence
bc01-distinct-occurrence--case-bc01-distinct/inventory-before.tsv	100644	24bbca3739bde95ee9aedef7995f32413f08ddbf3c2a4861a00f45a8da246d80	912	evidence
bc01-distinct-occurrence--case-bc01-distinct/inventory-reopened.tsv	100644	f32ba964a07708e16e024ba57d88abca4a02966bd9b03a97efa70851a2ae2e09	1470	evidence
bc01-distinct-occurrence--case-bc01-distinct/normalized-observations.tsv	100644	cabeca6df8695b154b71407ec888a89025eea1a6b2a3b56c436006f53fbf4e17	760	evidence
bc01-distinct-occurrence--case-bc01-distinct/oracle-result.tsv	100644	97721b57f875176d3855e67f0a46b657b48320f329dbebf4ef1c6cec705d1e2d	93	evidence
bc01-distinct-occurrence--case-bc01-distinct/pragma.tsv	100644	439626b4e6e2a09653f18b53422dac16e695924c8839a71a57f39b8dabfaf748	861	evidence
bc01-distinct-occurrence--case-bc01-distinct/raw-observations.tsv	100644	3b56297785c44a7e88e2ef48b75667d6af1ae80d812ccdc00b88d791da6fa35f	1534	evidence
bc01-distinct-occurrence--case-bc01-distinct/raw-seal.tsv	100644	c657de879c0bb8a8578b388e7932778c06bece002b6e1ccf7997de5589d96ac7	292	evidence
bc01-occurrence-collapse--case-bc01-distinct/action-receipts.tsv	100644	0a010f2dc460d03b3840d2b958ea39789d09a034be893b975dac70742c468be2	419	evidence
bc01-occurrence-collapse--case-bc01-distinct/command-receipts.tsv	100644	db8664fe646daf7a8a2ce2f723ad1625ed4cfa771750fa02abb80fc8634dcdc1	2940	evidence
bc01-occurrence-collapse--case-bc01-distinct/coverage.tsv	100644	c2e1a06d4d9a41dcc150b00b952449719d2007da239efc50d5acb87629d4efbc	1989	evidence
